idx,split,ground_truth,model_response,verdict,flagged,reason,corrected_text
6107,train,What 's all about ? ' he hissed without,INCORRECT: about→abroad | CORRECTED: What 's all abroad ? ' he hissed without,INCORRECT,True,about→abroad,What 's all abroad ? ' he hissed without
6121,train,"a buyer of property . No , not even an","INCORRECT: an→as | CORRECTED: a buyer of property . No , not even as",INCORRECT,True,an→as,"a buyer of property . No , not even as"
6131,train,"It was a nakedness of nai""vety to be","INCORRECT: nakedness→maledness, naivety→variety | CORRECTED: It was a maledness of variety to be",INCORRECT,True,"nakedness→maledness, naivety→variety",It was a maledness of variety to be
6141,train,"two inter-comm. rec. , mod. k. and b. , sep. W.C.","INCORRECT: mod→mood | CORRECTED: two inter-comm. rec. , mood. k. and b. , sep. W.C.",INCORRECT,True,mod→mood,"two inter-comm. rec. , mood. k. and b. , sep. W.C."
6146,train,"Serena discovered , and more , but in stages . For the","INCORRECT: the → fine | CORRECTED: Serena discovered , and more , but in stages . For fine",INCORRECT,True,the → fine,"Serena discovered , and more , but in stages . For fine"
6147,train,of lovely-ugly to be coldly elegant in . All this,"INCORRECT: in→ru, this→lewis's | CORRECTED: of lovely-ugly to be coldly elegant ru. All lewis's",INCORRECT,True,"in→ru, this→lewis's",of lovely-ugly to be coldly elegant ru. All lewis's
6171,train,"grey eyes . His finger-nails were dirty , though he","INCORRECT: he→huge | CORRECTED: grey eyes . His finger-nails were dirty , though huge",INCORRECT,True,he→huge,"grey eyes . His finger-nails were dirty , though huge"
6174,train,"dazzled and gave a long raucous cough . "" Only","INCORRECT: dazzled→chazzled, Only→Andy | CORRECTED: chazzled and gave a long raucous cough."" Andy",INCORRECT,True,"dazzled→chazzled, Only→Andy","chazzled and gave a long raucous cough."" Andy"
6179,train,"some people who might , I say might , let you have a mortgage on","INCORRECT: inserted extra phrase "", I say might"" | CORRECTED: some people who might, let you have a mortgage on",INCORRECT,True,"inserted extra phrase "", I say might""","some people who might, let you have a mortgage on"
6183,train,"property you intend to purchase . "" She revised","INCORRECT: She→the | CORRECTED: ""property you intend to purchase."" the revised",INCORRECT,True,She→the,"""property you intend to purchase."" the revised"
6199,train,"difficult with self-employed persons , carry two .","INCORRECT: two→tax | CORRECTED: difficult with self-employed persons , carry tax .",INCORRECT,True,two→tax,"difficult with self-employed persons , carry tax ."
6236,train,"elderly lady , the owner of a residence called the Poet's Nest ,","INCORRECT: extra ""a"" inserted between ""of"" and ""residence"" | CORRECTED: elderly lady , the owner of residence called the Poet's Nest ,",INCORRECT,True,"extra ""a"" inserted between ""of"" and ""residence""","elderly lady , the owner of residence called the Poet's Nest ,"
6239,train,"day , with the help of the Syndicat d'Initiative , we had been","INCORRECT: day→they | CORRECTED: they, with the help of the Syndicat d'Initiative, we had been",INCORRECT,True,day→they,"they, with the help of the Syndicat d'Initiative, we had been"
6242,train,"yellow as lemon peel , wrestling with some gnawing rat","INCORRECT: yellow→yellowing | CORRECTED: yellowing as lemon peel , wrestling with some gnawing rat",INCORRECT,True,yellow→yellowing,"yellowing as lemon peel , wrestling with some gnawing rat"
6243,train,"a good address . ' Now , after a woman's radar look ,","INCORRECT: radar→rather | CORRECTED: ""a good address . ' Now , after a woman's rather look ,""",INCORRECT,True,radar→rather,"""a good address . ' Now , after a woman's rather look ,"""
6245,train,"was true , Pierre was a true Provenc*?6al , thin and","INCORRECT: remove leading ""was "", change ""Provenc*?6al"" to ""Provenc*? Gal"", add "" was"" at the end | CORRECTED: true , Pierre was a true Provenc*? Gal , thin and was",INCORRECT,True,"remove leading ""was "", change ""Provenc*?6al"" to ""Provenc*? Gal"", add "" was"" at the end","true , Pierre was a true Provenc*? Gal , thin and was"
6250,train,"elderly , well-off , artistic , who , you felt , had made a hard","INCORRECT: artistic→arthritic, hard→hand | CORRECTED: elderly , well-off , arthritic , who , you felt , had made a hand",INCORRECT,True,"artistic→arthritic, hard→hand","elderly , well-off , arthritic , who , you felt , had made a hand"
6258,train,6al view ; good intimate furnishing and colour ; running,"INCORRECT: missing ""in"" between ""good"" and ""intimate"" | CORRECTED: 6al view ; good in intimate furnishing and colour ; running",INCORRECT,True,"missing ""in"" between ""good"" and ""intimate""",6al view ; good in intimate furnishing and colour ; running
6269,train,"was raining , an even more hopeless rain than London , and we","INCORRECT: an → I am | CORRECTED: was raining , I am even more hopeless rain than London , and we",INCORRECT,True,an → I am,"was raining , I am even more hopeless rain than London , and we"
6272,train,The Lover of Lady Chatterly .,INCORRECT: Lady→Andy | CORRECTED: The Lover of Andy Chatterly .,INCORRECT,True,Lady→Andy,The Lover of Andy Chatterly .
6276,train,Marc Chagall used to live here and an Englishman named,INCORRECT: an→am | CORRECTED: Marc Chagall used to live here and am Englishman named,INCORRECT,True,an→am,Marc Chagall used to live here and am Englishman named
6289,train,the Mediterranean between Corsica and St,"INCORRECT: remove leading ""the"", ""St""→""Sardinia"" | CORRECTED: Mediterranean between Corsica and Sardinia",INCORRECT,True,"remove leading ""the"", ""St""→""Sardinia""",Mediterranean between Corsica and Sardinia
6292,train,and had the air of being written by an,INCORRECT: had→that | CORRECTED: and that the air of being written by an,INCORRECT,True,had→that,and that the air of being written by an
6297,train,"father-in-law , after muddling up some sheep","INCORRECT: sheep→sleep | CORRECTED: father-in-law, after muddling up some sleep",INCORRECT,True,sheep→sleep,"father-in-law, after muddling up some sleep"
6308,train,actually reported in the next issue ) returned,INCORRECT: returned→returning | CORRECTED: actually reported in the next issue ) returning,INCORRECT,True,returned→returning,actually reported in the next issue ) returning
6310,train,"surrounded by firemen and other officials ,","INCORRECT: firemen→french | CORRECTED: surrounded by french and other officials ,",INCORRECT,True,firemen→french,"surrounded by french and other officials ,"
6326,train,the hoe . Rising from the flecked sea are,INCORRECT: flecked→fleched | CORRECTED: the hoe . Rising from the fleched sea are,INCORRECT,True,flecked→fleched,the hoe . Rising from the fleched sea are
6344,train,There is a curd of morning smoke and,INCORRECT: curd→card | CORRECTED: There is a card of morning smoke and,INCORRECT,True,curd→card,There is a card of morning smoke and
6348,train,"vulgar , out of time , bitter-sweet with","INCORRECT: vulgar→villager, with→writer | CORRECTED: villager, out of time, bitter-sweet writer",INCORRECT,True,"vulgar→villager, with→writer","villager, out of time, bitter-sweet writer"
6350,train,my tongue like spray .,INCORRECT: tongue→tougue | CORRECTED: my tougue like spray .,INCORRECT,True,tongue→tougue,my tougue like spray .
6352,train,"Then here was Nice , and the old holiday","INCORRECT: here→are | CORRECTED: Then are was Nice, and the old holiday",INCORRECT,True,here→are,"Then are was Nice, and the old holiday"
6353,train,could catch the taste of dead dreams on,INCORRECT: dead→dread | CORRECTED: could catch the taste of dread dreams on,INCORRECT,True,dead→dread,could catch the taste of dread dreams on
6361,train,they galloped to the walls and spumed,INCORRECT: spumed→spunned | CORRECTED: they galloped to the walls and spunned,INCORRECT,True,spumed→spunned,they galloped to the walls and spunned
6368,train,"could ever happen , the chosen sane , the","INCORRECT: sane→same | CORRECTED: could ever happen , the chosen same , the",INCORRECT,True,sane→same,"could ever happen , the chosen same , the"
6376,train,It was growing cold . We left the,INCORRECT: the→there | CORRECTED: It was growing cold . We left there,INCORRECT,True,the→there,It was growing cold . We left there
6389,train,"Mart had been right , the body had been","INCORRECT: body→bodley | CORRECTED: Mart had been right, the bodley had been",INCORRECT,True,body→bodley,"Mart had been right, the bodley had been"
6395,train,beach catastrophe in the Patriote .,INCORRECT: the→Hue | CORRECTED: beach catastrophe in Hue Patriote.,INCORRECT,True,the→Hue,beach catastrophe in Hue Patriote.
6415,train,"tea , and talked mainly about Philip , who ,","INCORRECT: who→and | CORRECTED: tea , and talked mainly about Philip , and ,",INCORRECT,True,who→and,"tea , and talked mainly about Philip , and ,"
6421,train,overlooking the sweeping brown tides,INCORRECT: tides→hides | CORRECTED: overlooking the sweeping brown hides,INCORRECT,True,tides→hides,overlooking the sweeping brown hides
6424,train,to let nothing get between her and,INCORRECT: to→tes | CORRECTED: tes let nothing get between her and,INCORRECT,True,to→tes,tes let nothing get between her and
6425,train,"ficult , but she said , ' Philip reads them ,","INCORRECT: them→then | CORRECTED: ""ficult , but she said , ' Philip reads then ,""",INCORRECT,True,them→then,"""ficult , but she said , ' Philip reads then ,"""
6436,train,towards each other as they talked . In,INCORRECT: talked→balked | CORRECTED: towards each other as they balked . In,INCORRECT,True,talked→balked,towards each other as they balked . In
6437,train,the pictures just for the fun of it was,INCORRECT: was→cures | CORRECTED: the pictures just for the fun of it cures,INCORRECT,True,was→cures,the pictures just for the fun of it cures
6439,train,"I followed , seeing how the sun gilded","INCORRECT: sun→sea | CORRECTED: I followed , seeing how the sea gilded",INCORRECT,True,sun→sea,"I followed , seeing how the sea gilded"
6441,train,stories of Isaac Babel . After lunch we,INCORRECT: we→stories | CORRECTED: stories of Isaac Babel . After lunch stories,INCORRECT,True,we→stories,stories of Isaac Babel . After lunch stories
